Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,PQ_student_encoded,PQ_student_named,Previous qualification /10,Nacionality,Mother's qualification,MQ_encoded,MQ_encoded,MQ_named,Father's qualification,FQ_encoded,FQ_named,Mother's occupation,MO_encoded,MO_named,1000,Father's occupation,FO_encoded,FO_named,Salaire_père,Revenu_foyer,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),"CU 1st sem (grade, number)",Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),"CU 2nd sem (grade, number)",Curricular units 2nd sem (without evaluations),Year,Unemployment rate,Inflation rate,GDP,Target
1,1,2,9773,1.00,1,3,Lycée terminé,"12,7",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,1350,5,5,Employés,1000,2350,"12,04",1,0,0,1,0,0,18,0,0,5,7,2,"10,00",0,1,1,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
1,1,6,9500,1.00,1,3,Lycée terminé,"13,8",1,1,3,3,Lycée,38,2,Collège,3,4,Professions intermédiaires,1200,9,6,Ouvriers,900,2100,"12,30",1,0,0,1,0,0,19,0,0,7,10,5,"13,44",0,7,8,6,"13,07",0,2015,"12,4","0,5","1,79",Enrolled
1,1,2,9556,1.00,1,3,Lycée terminé,"14,2",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,900,5,5,Employés,1000,1900,"13,05",1,0,0,1,0,1,18,0,0,7,8,7,"12,21",0,8,8,8,"14,06",0,2013,"16,2","0,3","-0,92",Graduate
1,1,1,9070,1.00,1,3,Lycée terminé,"13,0",41,37,2,2,Collège,19,3,Lycée,9,6,Ouvriers,900,8,6,Ouvriers,1200,2100,"12,55",1,0,0,1,0,1,19,1,0,6,6,6,"14,17",0,6,6,6,"13,50",0,2016,"11,1","0,6","2,02",Graduate
1,53,1,9003,1.00,42,3,Lycée professionnel et technologique,"13,0",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"13,38",0,0,1,1,0,1,24,0,7,12,13,12,"12,85",5,11,13,11,"12,64",0,2017,"8,9","1,4","3,51",Graduate
1,44,1,9085,1.00,39,3,Lycée professionnel et technologique,"15,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"15,00",0,0,0,1,0,0,20,0,2,6,8,6,"13,00",1,6,18,2,"12,00",0,2015,"12,4","0,5","1,79",Enrolled
1,1,1,9147,1.00,1,3,Lycée terminé,"12,7",1,1,3,3,Lycée,19,3,Lycée,5,5,Employés,1200,7,6,Ouvriers,1300,2500,"13,05",1,0,0,1,0,1,21,0,0,5,6,5,"12,80",0,5,7,4,"11,25",0,2009,"9,4","-0,8","-3,12",Graduate
1,44,1,9085,1.00,39,3,Lycée professionnel et technologique,"14,0",1,38,2,2,Collège,37,2,Collège,4,5,Employés,1350,10,5,Employés,1200,2550,"14,00",0,0,1,0,0,0,20,0,1,6,13,4,"13,00",1,6,11,5,"12,00",0,2013,"16,2","0,3","-0,92",Dropout
1,17,6,9500,1.00,1,3,Lycée terminé,"12,6",1,19,3,3,Lycée,37,2,Collège,3,4,Professions intermédiaires,900,9,6,Ouvriers,900,1800,"11,94",1,0,0,1,0,1,19,0,0,7,7,7,"13,37",0,8,9,8,"13,67",0,2013,"16,2","0,3","-0,92",Graduate
1,17,5,9556,1.00,1,3,Lycée terminé,"13,9",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,8,6,Ouvriers,1200,2100,"12,13",1,0,0,1,0,1,19,0,0,7,8,7,"13,39",0,8,8,8,"13,39",0,2010,"10,8","1,4","1,74",Graduate
1,1,3,9500,1.00,1,3,Lycée terminé,"14,1",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,63",1,0,0,1,0,0,18,0,0,8,8,7,"13,33",0,8,8,7,"13,33",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9085,1.00,1,3,Lycée terminé,"12,0",1,38,2,2,Collège,38,2,Collège,4,5,Employés,900,7,6,Ouvriers,1300,2200,"11,16",1,0,0,1,0,0,19,0,0,6,12,5,"14,00",0,6,14,5,"11,00",0,2013,"16,2","0,3","-0,92",Graduate
1,17,4,9147,1.00,1,3,Lycée terminé,"12,0",1,38,2,2,Collège,19,3,Lycée,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"11,13",1,0,0,1,0,0,21,0,0,5,5,5,"12,60",0,5,5,5,"13,20",0,2017,"8,9","1,4","3,51",Graduate
1,1,2,9853,1.00,1,3,Lycée terminé,"13,4",1,1,3,3,Lycée,38,2,Collège,9,6,Ouvriers,1300,8,6,Ouvriers,1200,2500,"12,25",1,0,0,1,0,1,19,0,0,6,7,6,"14,00",0,6,6,6,"15,00",0,2012,"15,5","2,8","-4,06",Graduate
1,1,5,9254,1.00,1,3,Lycée terminé,"12,8",1,19,3,3,Lycée,1,3,Lycée,7,6,Ouvriers,1200,10,5,Employés,1200,2400,"11,65",1,0,0,1,0,1,18,0,0,6,7,6,"13,43",0,6,6,6,"12,67",0,2017,"8,9","1,4","3,51",Graduate
1,17,5,9070,1.00,1,3,Lycée terminé,"13,3",1,4,5,5,Master,1,3,Lycée,4,5,Employés,1200,4,5,Employés,1200,2400,"13,20",1,1,0,1,0,1,17,0,0,6,6,6,"13,00",0,6,6,6,"12,50",0,2012,"15,5","2,8","-4,06",Graduate
1,18,4,9853,1.00,1,3,Lycée terminé,"12,3",1,19,3,3,Lycée,38,2,Collège,4,5,Employés,900,10,5,Employés,1200,2100,"12,37",1,0,0,1,0,0,19,0,0,6,8,5,"12,67",0,6,8,5,"11,00",0,2012,"15,5","2,8","-4,06",Enrolled
1,17,6,9147,1.00,1,3,Lycée terminé,"11,8",1,37,2,2,Collège,1,3,Lycée,9,6,Ouvriers,3000,7,6,Ouvriers,1300,4300,"11,70",1,0,0,0,1,0,23,0,0,5,9,3,"10,00",0,5,9,3,"12,33",0,2009,"9,4","-0,8","-3,12",Dropout
1,1,1,9670,1.00,1,3,Lycée terminé,"11,3",1,1,3,3,Lycée,37,2,Collège,1,3,Cadres et professions intellectuelles,900,10,5,Employés,1200,2100,"11,65",1,0,0,1,0,0,19,0,0,6,7,6,"12,83",0,6,10,6,"11,78",0,2017,"8,9","1,4","3,51",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"13,5",1,19,3,3,Lycée,3,4,Licence,9,6,Ouvriers,1000,4,5,Employés,1200,2200,"12,15",1,0,0,1,0,0,18,0,0,7,7,6,"12,92",0,7,7,6,"12,92",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9670,1.00,1,3,Lycée terminé,"13,3",1,38,2,2,Collège,38,2,Collège,5,5,Employés,900,9,6,Ouvriers,900,1800,"10,50",1,0,0,1,0,0,20,0,0,6,9,6,"13,29",0,6,8,5,"13,80",0,2012,"15,5","2,8","-4,06",Graduate
1,1,3,9085,1.00,1,3,Lycée terminé,"13,0",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"12,13",1,0,0,1,0,1,19,0,0,5,6,5,"14,60",0,5,5,5,"13,80",0,2010,"10,8","1,4","1,74",Graduate
1,1,1,9238,1.00,1,3,Lycée terminé,"13,5",1,19,3,3,Lycée,38,2,Collège,3,4,Professions intermédiaires,900,9,6,Ouvriers,900,1800,"13,61",1,0,0,1,0,1,18,0,0,6,6,6,"14,00",0,6,6,6,"13,67",0,2015,"12,4","0,5","1,79",Graduate
1,17,2,9238,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,4,5,Employés,1200,2400,"12,36",0,0,0,1,0,1,19,0,0,6,7,6,"14,14",0,6,6,6,"15,00",0,2014,"13,9","-0,3","0,79",Graduate
1,1,4,9238,1.00,1,3,Lycée terminé,"12,3",1,38,2,2,Collège,1,3,Lycée,4,5,Employés,1200,10,5,Employés,1200,2400,"12,90",1,0,0,1,0,0,19,0,0,6,8,6,"11,67",0,6,6,6,"12,33",0,2010,"10,8","1,4","1,74",Graduate
1,17,1,9500,1.00,1,3,Lycée terminé,"14,5",1,19,3,3,Lycée,37,2,Collège,4,5,Employés,1350,8,6,Ouvriers,1200,2550,"13,68",1,0,0,1,0,0,18,0,0,8,9,8,"14,38",0,8,9,8,"14,38",1,2009,"9,4","-0,8","-3,12",Graduate
1,17,2,9500,1.00,1,3,Lycée terminé,"14,6",1,3,3,3,Lycée,3,4,Licence,3,4,Professions intermédiaires,1300,6,1,Agriculteurs exploitants,1000,2300,"13,34",1,0,0,1,0,0,18,0,0,7,8,7,"12,50",0,8,9,7,"13,04",0,2014,"13,9","-0,3","0,79",Graduate
1,1,5,9500,1.00,1,3,Lycée terminé,"14,4",1,38,2,2,Collège,38,2,Collège,7,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"13,60",1,0,0,1,0,1,19,0,0,7,7,6,"14,15",0,7,7,6,"14,15",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"14,4",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,2000,9,6,Ouvriers,900,2900,"12,58",0,0,0,1,0,1,19,0,0,8,12,7,"12,47",0,8,12,7,"12,47",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"13,1",1,4,5,5,Master,4,5,Master,2,3,Cadres et professions intellectuelles,900,1,3,Cadres et professions intellectuelles,3000,3900,"12,05",0,0,0,1,0,0,19,0,0,7,7,6,"14,15",0,7,7,6,"14,15",0,2008,"7,6","2,6","0,32",Graduate
1,1,2,9500,1.00,1,3,Lycée terminé,"14,1",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,2000,8,6,Ouvriers,1200,3200,"13,02",1,0,0,1,0,0,21,0,0,7,11,7,"14,07",0,8,8,8,"14,05",0,2012,"15,5","2,8","-4,06",Graduate
1,1,3,9773,1.00,1,3,Lycée terminé,"13,8",1,3,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,900,3,4,Professions intermédiaires,1350,2250,"13,59",1,0,0,1,0,0,18,0,0,6,7,6,"14,86",0,6,6,6,"14,67",0,2014,"13,9","-0,3","0,79",Graduate
1,1,1,9773,1.00,1,3,Lycée terminé,"12,7",1,19,3,3,Lycée,37,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"11,65",0,0,0,1,0,1,19,0,0,6,7,6,"14,29",0,6,6,6,"13,17",0,2016,"11,1","0,6","2,02",Graduate
1,1,4,9773,1.00,1,3,Lycée terminé,"12,4",1,19,3,3,Lycée,37,2,Collège,99,5,Employés,1200,90,5,Employés,1000,2200,"12,40",0,0,0,0,0,0,18,0,0,4,4,0,"0,00",0,4,4,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
1,7,1,8014,0.00,3,4,Licence,"14,0",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1350,4,5,Employés,1200,2550,"14,00",0,0,0,1,0,0,30,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,17,1,9130,1.00,1,3,Lycée terminé,"15,7",1,3,3,3,Lycée,2,4,Licence,3,4,Professions intermédiaires,1200,6,1,Agriculteurs exploitants,1000,2200,"15,09",1,0,0,1,0,0,18,0,0,6,8,6,"15,00",0,6,8,5,"15,17",0,2014,"13,9","-0,3","0,79",Dropout
1,1,3,9500,1.00,1,3,Lycée terminé,"12,9",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,1200,8,6,Ouvriers,1200,2400,"12,73",1,0,0,1,0,1,20,0,0,7,7,6,"12,63",0,7,7,6,"12,63",0,2008,"7,6","2,6","0,32",Graduate
1,39,1,9670,1.00,19,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1000,7,6,Ouvriers,1300,2300,"10,00",0,0,1,0,0,0,25,0,0,5,5,5,"11,20",0,5,5,5,"12,60",0,2009,"9,4","-0,8","-3,12",Dropout
1,1,5,9500,1.00,1,3,Lycée terminé,"14,2",1,38,2,2,Collège,37,2,Collège,5,5,Employés,1200,7,6,Ouvriers,1300,2500,"12,88",1,0,0,1,0,0,18,0,0,7,7,6,"14,23",0,7,7,6,"14,23",0,2008,"7,6","2,6","0,32",Graduate
5,1,3,9085,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,2000,7,6,Ouvriers,1300,3300,"11,97",1,0,0,1,0,0,21,0,0,5,13,5,"12,20",0,5,10,3,"11,33",1,2009,"9,4","-0,8","-3,12",Enrolled
1,1,1,9500,1.00,1,3,Lycée terminé,"15,6",1,5,6,6,Doctorat,4,5,Master,2,3,Cadres et professions intellectuelles,900,1,3,Cadres et professions intellectuelles,3000,3900,"14,08",0,0,0,1,0,0,18,0,0,8,8,7,"15,70",0,8,8,7,"15,70",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"15,1",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,2000,9,6,Ouvriers,900,2900,"13,80",1,0,0,1,0,0,18,0,0,7,7,6,"15,20",0,7,7,6,"15,20",0,2008,"7,6","2,6","0,32",Graduate
1,17,1,9853,1.00,1,3,Lycée terminé,"13,5",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,2000,2,3,Cadres et professions intellectuelles,2000,4000,"13,29",1,0,0,0,0,0,29,0,0,6,9,6,"16,33",0,6,8,5,"15,60",0,2011,"12,7","3,7","-1,7",Dropout
1,43,1,9130,1.00,1,3,Lycée terminé,"14,0",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,1200,2,3,Cadres et professions intellectuelles,2000,3200,"14,00",0,0,0,1,0,0,20,0,10,17,29,14,"12,56",7,12,24,12,"12,86",1,2012,"15,5","2,8","-4,06",Graduate
1,7,1,9500,1.00,3,4,Licence,"14,0",1,3,3,3,Lycée,1,3,Lycée,4,5,Employés,1300,4,5,Employés,1200,2500,"14,00",0,0,0,1,0,0,26,0,0,7,0,0,"0,00",0,8,0,0,"0,00",0,2014,"13,9","-0,3","0,79",Dropout
1,1,2,9238,1.00,1,3,Lycée terminé,"10,0",1,38,2,2,Collège,1,3,Lycée,7,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"9,93",1,0,0,1,0,0,21,0,0,6,8,5,"12,40",0,6,6,6,"12,00",0,2015,"12,4","0,5","1,79",Graduate
1,18,1,9500,1.00,1,3,Lycée terminé,"12,6",1,37,2,2,Collège,19,3,Lycée,5,5,Employés,1000,5,5,Employés,1000,2000,"11,93",0,0,0,1,0,1,19,0,0,8,9,8,"13,78",0,8,9,8,"13,78",1,2009,"9,4","-0,8","-3,12",Graduate
1,17,2,9254,1.00,1,3,Lycée terminé,"12,3",1,19,3,3,Lycée,19,3,Lycée,5,5,Employés,900,5,5,Employés,1000,1900,"11,32",1,0,1,1,0,0,19,0,0,6,10,6,"12,17",0,6,8,5,"11,67",0,2013,"16,2","0,3","-0,92",Dropout
1,17,1,9773,1.00,1,3,Lycée terminé,"13,3",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,5,5,Employés,1000,2200,"11,70",0,0,0,1,0,0,21,0,0,6,8,5,"11,80",0,6,8,5,"11,83",0,2012,"15,5","2,8","-4,06",Enrolled
1,18,1,8014,0.00,1,3,Lycée terminé,"13,7",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,3,4,Professions intermédiaires,1350,2250,"12,30",0,0,1,1,0,0,20,0,0,6,13,4,"10,80",0,6,15,4,"12,00",0,2013,"16,2","0,3","-0,92",Graduate
1,1,6,9500,1.00,1,3,Lycée terminé,"13,8",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1350,8,6,Ouvriers,1200,2550,"12,72",1,0,0,1,0,1,18,0,0,7,8,7,"13,26",0,8,8,8,"14,29",0,2012,"15,5","2,8","-4,06",Graduate
1,1,2,9773,1.00,1,3,Lycée terminé,"12,8",1,34,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,900,0,7,Etudiant,0,900,"14,10",1,0,0,0,0,0,20,0,0,6,10,4,"12,00",0,6,15,3,"10,67",0,2008,"7,6","2,6","0,32",Dropout
1,1,1,9238,1.00,1,3,Lycée terminé,"13,6",1,19,3,3,Lycée,38,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,17",0,1,0,1,0,1,20,0,0,6,9,6,"11,88",0,6,7,6,"14,43",0,2013,"16,2","0,3","-0,92",Graduate
1,43,1,9500,1.00,1,3,Lycée terminé,"12,7",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,1350,7,6,Ouvriers,1300,2650,"12,11",0,0,0,1,0,1,18,0,0,7,11,5,"12,16",0,7,7,2,"13,40",0,2013,"16,2","0,3","-0,92",Enrolled
1,16,1,9070,1.00,1,3,Lycée terminé,"14,5",1,1,3,3,Lycée,1,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"14,61",1,0,0,1,0,0,18,0,0,6,6,1,"15,00",0,6,7,4,"12,50",0,2009,"9,4","-0,8","-3,12",Enrolled
1,1,1,9773,1.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,2000,9,6,Ouvriers,900,2900,"14,25",1,0,0,1,0,0,18,0,0,6,6,6,"13,33",0,6,9,5,"13,20",0,2009,"9,4","-0,8","-3,12",Graduate
1,17,1,9085,1.00,1,3,Lycée terminé,"13,8",1,2,3,3,Lycée,19,3,Lycée,2,3,Cadres et professions intellectuelles,2000,9,6,Ouvriers,900,2900,"12,68",1,0,0,1,0,0,18,0,0,5,12,2,"11,50",0,5,12,3,"11,80",2,2010,"10,8","1,4","1,74",Enrolled
1,44,1,9085,1.00,39,3,Lycée professionnel et technologique,"15,0",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,1200,2,3,Cadres et professions intellectuelles,2000,3200,"15,00",1,0,0,1,0,0,22,0,2,6,7,6,"14,43",1,6,9,5,"13,00",0,2014,"13,9","-0,3","0,79",Graduate
1,44,3,9085,1.00,39,3,Lycée professionnel et technologique,"15,0",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,900,1,3,Cadres et professions intellectuelles,3000,3900,"15,00",1,0,0,1,0,0,19,0,0,5,10,1,"13,00",0,5,8,3,"15,33",0,2011,"12,7","3,7","-1,7",Enrolled
1,17,1,9003,1.00,1,3,Lycée terminé,"13,1",1,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,900,2,3,Cadres et professions intellectuelles,2000,2900,"13,45",1,0,0,1,0,1,19,0,0,6,7,6,"15,00",0,6,8,6,"14,33",0,2015,"12,4","0,5","1,79",Graduate
1,1,2,9556,1.00,1,3,Lycée terminé,"13,6",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"12,95",1,0,0,1,0,0,18,0,0,7,9,7,"15,16",0,8,8,8,"16,80",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9238,1.00,1,3,Lycée terminé,"11,7",1,38,2,2,Collège,38,2,Collège,175,6,Ouvriers,1000,183,6,Ouvriers,950,1950,"11,32",1,0,1,1,0,0,20,0,0,6,8,6,"10,67",0,6,7,6,"11,86",0,2016,"11,1","0,6","2,02",Graduate
1,17,1,9853,1.00,1,3,Lycée terminé,"15,8",1,38,2,2,Collège,37,2,Collège,5,5,Employés,1000,5,5,Employés,1000,2000,"14,02",1,0,0,1,0,0,18,0,0,6,9,5,"11,00",0,6,9,4,"11,25",0,2010,"10,8","1,4","1,74",Dropout
1,17,2,9670,1.00,1,3,Lycée terminé,"12,9",1,1,3,3,Lycée,19,3,Lycée,5,5,Employés,1200,5,5,Employés,1000,2200,"11,92",1,0,0,1,0,0,21,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2017,"8,9","1,4","3,51",Dropout
1,1,1,9238,1.00,1,3,Lycée terminé,"14,0",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,900,4,5,Employés,1200,2100,"14,07",0,0,0,1,0,0,19,0,0,6,7,6,"12,29",0,6,7,6,"12,00",0,2015,"12,4","0,5","1,79",Graduate
1,1,5,9500,1.00,1,3,Lycée terminé,"14,1",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"14,23",1,0,0,1,0,0,18,0,0,8,8,8,"12,83",0,8,8,8,"12,83",0,2009,"9,4","-0,8","-3,12",Dropout
1,1,4,9773,1.00,1,3,Lycée terminé,"13,2",11,12,3,3,Lycée,12,3,Lycée,90,5,Employés,1000,4,5,Employés,1200,2200,"12,99",1,0,0,1,0,0,18,1,0,6,6,6,"12,67",0,6,8,5,"14,40",0,2008,"7,6","2,6","0,32",Graduate
1,17,1,171,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,6,1,Agriculteurs exploitants,1200,7,6,Ouvriers,1300,2500,"13,48",1,0,0,1,0,0,18,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2015,"12,4","0,5","1,79",Enrolled
1,17,1,9085,1.00,1,3,Lycée terminé,"10,9",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,1000,9,6,Ouvriers,900,1900,"10,41",1,0,1,0,0,1,21,0,0,6,16,2,"13,00",0,6,8,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
1,1,1,9147,1.00,1,3,Lycée terminé,"13,5",1,1,3,3,Lycée,38,2,Collège,5,5,Employés,900,5,5,Employés,1000,1900,"12,24",0,0,1,1,0,0,19,0,0,5,10,5,"10,88",0,5,8,4,"12,40",0,2014,"13,9","-0,3","0,79",Graduate
1,1,1,9147,1.00,1,3,Lycée terminé,"12,2",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,7,6,Ouvriers,1300,2500,"12,06",1,0,0,1,0,1,19,0,0,5,5,5,"12,80",0,5,8,5,"11,60",0,2009,"9,4","-0,8","-3,12",Graduate
1,17,3,9238,1.00,1,3,Lycée terminé,"11,8",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,1350,10,5,Employés,1200,2550,"11,24",1,0,0,1,0,0,19,0,0,6,10,5,"11,29",0,6,7,0,"0,00",0,2013,"16,2","0,3","-0,92",Dropout
1,1,1,171,1.00,1,3,Lycée terminé,"17,4",1,5,6,6,Doctorat,3,4,Licence,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"15,79",0,0,0,1,0,0,18,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2014,"13,9","-0,3","0,79",Graduate
1,43,1,9254,1.00,1,3,Lycée terminé,"14,2",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"12,59",0,0,0,1,0,1,19,0,0,6,0,0,"0,00",0,6,11,1,"10,00",0,2010,"10,8","1,4","1,74",Dropout
1,17,2,9500,1.00,1,3,Lycée terminé,"13,1",1,38,2,2,Collège,1,3,Lycée,5,5,Employés,3000,7,6,Ouvriers,1300,4300,"11,84",1,0,0,1,0,1,20,0,0,7,9,6,"13,77",0,8,9,8,"13,74",0,2013,"16,2","0,3","-0,92",Dropout
1,1,3,9500,1.00,1,3,Lycée terminé,"13,9",1,18,5,5,Master,18,5,Master,1,3,Cadres et professions intellectuelles,1200,1,3,Cadres et professions intellectuelles,3000,4200,"13,08",1,0,0,0,0,0,18,0,0,8,9,6,"12,76",0,8,9,6,"12,76",1,2009,"9,4","-0,8","-3,12",Dropout
1,1,1,171,1.00,1,3,Lycée terminé,"17,0",1,19,3,3,Lycée,19,3,Lycée,8,6,Ouvriers,1000,8,6,Ouvriers,1200,2200,"17,67",1,0,0,1,0,1,19,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2016,"11,1","0,6","2,02",Dropout
1,1,1,9070,1.00,1,3,Lycée terminé,"18,2",1,19,3,3,Lycée,1,3,Lycée,5,5,Employés,1350,7,6,Ouvriers,1300,2650,"15,68",1,0,0,1,0,0,18,0,0,6,6,6,"12,67",0,6,8,6,"13,25",0,2010,"10,8","1,4","1,74",Graduate
1,1,1,9085,1.00,1,3,Lycée terminé,"12,5",1,19,3,3,Lycée,37,2,Collège,3,4,Professions intermédiaires,1000,7,6,Ouvriers,1300,2300,"12,68",0,0,0,1,0,0,18,0,0,6,13,6,"12,00",0,6,16,4,"12,75",0,2016,"11,1","0,6","2,02",Enrolled
1,1,1,9238,1.00,1,3,Lycée terminé,"14,2",1,1,3,3,Lycée,37,2,Collège,5,5,Employés,1200,7,6,Ouvriers,1300,2500,"12,80",0,0,0,1,0,1,19,0,0,6,8,6,"12,25",0,6,8,6,"12,00",0,2013,"16,2","0,3","-0,92",Graduate
1,1,2,9147,1.00,1,3,Lycée terminé,"11,9",1,19,3,3,Lycée,37,2,Collège,4,5,Employés,1200,5,5,Employés,1000,2200,"11,38",1,0,0,1,0,0,20,0,0,5,8,3,"11,33",0,5,8,5,"12,20",0,2008,"7,6","2,6","0,32",Graduate
1,17,5,9500,1.00,1,3,Lycée terminé,"12,8",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,3000,5,5,Employés,1000,4000,"12,08",1,0,0,1,0,1,19,0,0,7,9,7,"13,51",0,8,12,8,"13,05",0,2013,"16,2","0,3","-0,92",Graduate
1,1,3,9500,1.00,1,3,Lycée terminé,"15,0",1,19,3,3,Lycée,38,2,Collège,1,3,Cadres et professions intellectuelles,1200,1,3,Cadres et professions intellectuelles,3000,4200,"13,08",1,0,0,1,0,0,18,0,0,8,8,7,"13,61",0,8,8,7,"13,61",0,2011,"12,7","3,7","-1,7",Graduate
1,39,1,9254,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,1,3,Lycée,4,5,Employés,900,1,3,Cadres et professions intellectuelles,3000,3900,"10,10",0,0,1,1,0,0,25,0,0,6,6,0,"0,00",0,6,6,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
1,17,5,9070,1.00,1,3,Lycée terminé,"13,1",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,61",1,0,0,0,0,0,18,0,0,6,9,4,"11,50",0,6,6,6,"12,17",0,2008,"7,6","2,6","0,32",Graduate
1,1,5,9773,1.00,1,3,Lycée terminé,"11,8",1,38,2,2,Collège,19,3,Lycée,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"11,38",1,0,0,1,0,0,19,0,0,6,7,6,"12,33",0,6,7,6,"12,50",0,2017,"8,9","1,4","3,51",Graduate
1,17,2,9556,1.00,1,3,Lycée terminé,"12,2",1,19,3,3,Lycée,38,2,Collège,4,5,Employés,1000,8,6,Ouvriers,1200,2200,"11,83",1,0,0,1,0,1,19,0,0,7,7,7,"11,97",0,8,8,8,"14,44",0,2012,"15,5","2,8","-4,06",Graduate
1,1,1,9147,1.00,1,3,Lycée terminé,"11,6",1,19,3,3,Lycée,19,3,Lycée,5,5,Employés,1000,8,6,Ouvriers,1200,2200,"12,79",0,0,1,0,0,1,20,0,0,5,12,2,"13,00",0,5,13,2,"11,50",0,2009,"9,4","-0,8","-3,12",Dropout
